1416589621.000000, 1416589621.000000, 1416589621.000000
32.000000, 32.000000, 32.000000
-21,-4,61
-20,-6,61
-20,-5,61
-20,-6,61
-21,-3,61
-23,-6,65
-19,-3,57
-17,-3,58
-20,-4,60
-20,-4,60
-21,-3,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,61
-21,-5,61
-19,-2,63
-20,-2,61
-21,-5,61
-20,-6,61
-21,-5,61
-20,-4,61
-20,-4,61
-21,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-21,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-4,61
-21,-4,61
-20,-3,60
-20,-6,62
-20,-6,62
-21,-4,61
-20,-3,61
-21,-4,62
-20,-5,61
-20,-5,61
-20,-5,63
-21,-5,61
-20,-4,61
-20,-5,58
-20,-4,59
-21,-6,61
-20,-7,60
-20,-4,61
-20,-4,62
-20,-5,61
-20,-5,61
-20,-5,62
-20,-5,61
-20,-5,61
-20,-5,60
-20,-5,61
-20,-5,61
-20,-5,61
-19,-4,60
-20,-5,61
-21,-5,61
-20,-3,60
-21,-3,61
-20,-5,62
-20,-5,62
-20,-5,62
-20,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-2,61
-21,-5,61
-20,-5,62
-20,-4,61
-20,-4,61
-21,-4,61
-20,-4,60
-20,-4,62
-20,-5,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,62
-20,-4,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-19,-2,62
-21,-6,61
-21,-4,63
-20,-3,62
-20,-2,60
-20,-6,60
-20,-6,61
-20,-5,60
-20,-4,62
-20,-4,62
-20,-4,61
-20,-7,59
-21,-5,60
-20,-4,61
-20,-4,62
-19,-5,60
-20,-6,61
-20,-5,61
-20,-5,61
-20,-5,60
-20,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-6,61
-21,-4,60
-21,-5,60
-19,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-19,-5,62
-22,-5,59
-22,-6,61
-19,-4,61
-20,-5,62
-20,-6,61
-20,-4,60
-20,-5,61
-19,-5,61
-20,-4,61
-20,-7,62
-21,-2,60
-21,-4,60
-20,-6,61
-20,-6,61
-20,-4,60
-20,-4,61
-20,-5,61
-20,-3,60
-20,-3,60
-21,-5,62
-20,-4,60
-19,-4,61
-20,-5,61
-20,-5,61
-20,-4,60
-20,-4,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-4,61
-21,-5,60
-20,-4,62
-21,-4,61
-21,-5,60
-20,-4,60
-20,-4,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-5,62
-20,-5,61
-20,-4,61
-20,-3,63
-20,-5,60
-20,-4,61
-19,-6,61
-20,-6,61
-20,-6,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,60
-20,-6,61
-21,-5,61
-20,-5,62
-20,-7,61
-20,-6,61
-20,-5,60
-20,-4,61
-20,-6,61
-20,-6,61
-20,-6,61
-20,-5,61
-20,-5,61
-20,-6,61
-20,-5,61
-20,-6,61
-20,-6,61
-20,-6,61
-21,-7,61
-19,-6,63
-19,-5,62
-21,-4,61
-21,-6,61
-20,-6,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-6,61
-20,-6,61
-20,-5,61
-20,-6,61
-20,-5,61
-20,-6,61
-20,-5,61
-20,-5,61
-20,-6,61
-20,-5,61
-20,-5,61
-20,-6,61
-20,-6,61
-20,-5,61
-20,-5,61
-20,-6,61
-20,-6,61
-20,-6,61
-20,-5,60
-20,-6,60
-19,-5,62
-20,-5,61
-20,-6,61
-20,-5,61
-20,-5,60
-20,-6,61
-20,-6,61
-20,-4,60
-20,-5,61
-20,-5,61
-22,-7,62
-21,-6,64
-19,-6,62
-19,-1,62
-21,-6,60
-19,-2,62
-20,-6,60
-19,-6,61
-20,-6,61
-20,-6,61
-21,-5,60
-20,-4,61
-20,-5,61
-20,-6,61
-20,-5,61
-20,-5,62
-20,-5,61
-20,-5,61
-20,-5,62
-20,-6,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-6,61
-21,-4,61
-19,-6,61
-19,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-19,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-2,66
-23,-3,62
-18,-7,54
-17,-3,62
-23,-3,69
-22,-10,69
-16,-7,56
-19,-9,47
-19,-2,66
-23,-8,68
-20,-6,59
-19,-6,60
-19,-8,61
-20,-7,62
-21,-6,61
-21,-6,61
-20,-6,61
-20,-6,62
-20,-4,61
-20,-6,61
-20,-5,61
-20,-5,61
-20,-5,60
-20,-5,61
-20,-5,61
-20,-5,61
-19,-5,61
-20,-5,61
-20,-5,62
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-19,-5,61
-20,-6,61
-20,-3,61
-20,-4,60
-20,-7,61
-20,-6,61
-20,-4,61
-20,-4,62
-20,-5,61
-20,-5,61
-21,-5,62
-21,-6,61
-20,-4,61
-20,-3,61
-19,-4,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-21,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-5,62
-21,-4,61
-20,-4,61
-20,-4,62
-21,-5,61
-20,-5,61
-21,-5,60
-21,-6,60
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-3,62
-19,-2,65
-21,-4,61
-20,-9,59
-20,-4,61
-19,-3,62
-18,-1,61
-19,-5,60
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-6,63
-18,-5,62
-21,-4,62
-20,-5,62
-18,-3,62
-20,-6,62
-21,-8,63
-20,0,60
-21,5,56
-20,5,57
-20,2,58
-20,-1,63
-20,-3,62
-21,-3,61
-20,-2,62
-20,-3,61
-21,-3,61
-20,-2,61
-20,-2,61
-20,-2,62
-20,-3,61
-20,-3,61
-20,-2,61
-20,-3,61
-20,-3,61
-20,-4,61
-20,-3,60
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-2,62
-20,-3,62
-20,-2,62
-20,-3,61
-20,-2,61
-20,-5,60
-20,-5,61
-20,-5,61
-20,-4,61
-20,-3,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,62
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-7,63
-21,-5,65
-20,2,59
-19,6,56
-20,5,60
-20,3,60
-20,0,61
-20,-3,64
-22,-5,61
-20,-3,61
-20,-3,60
-20,-4,60
-20,-4,61
-20,-2,62
-20,-3,62
-19,-3,61
-19,-3,62
-20,-3,61
-20,-3,62
-20,-3,61
-20,-3,61
-20,-4,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-4,61
-20,-3,62
-20,-3,61
-20,-3,62
-20,-3,61
-20,-3,61
-20,-3,62
-20,-3,61
-20,-3,61
-20,-4,61
-20,-3,61
-20,-3,61
-20,-4,61
-20,-3,61
-20,-4,61
-20,-3,61
-20,-4,61
-20,-4,62
-20,-4,62
-20,-4,61
-19,-1,59
-20,1,60
-20,-2,61
-20,-1,60
-20,-2,63
-21,-4,62
-20,-3,63
-20,-2,60
-19,1,59
-20,0,60
-20,0,60
-20,0,62
-20,-3,62
-20,-4,60
-19,-3,61
-20,-4,61
-20,-3,61
-20,-2,60
-20,-2,61
-20,-3,61
-20,-3,61
-20,-3,62
-20,-4,60
-20,-3,62
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,62
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-4,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-3,61
-20,-4,61
-20,-4,61
-20,-4,61
-21,-2,60
-21,-4,60
-20,-4,60
-19,-4,61
-19,-4,62
-22,-5,60
-21,-4,60
-20,-4,61
-20,-5,61
-20,-4,62
-20,-4,62
-20,-5,63
-22,-4,62
-21,-5,61
-21,-2,60
-20,-3,65
-22,-3,65
-19,0,58
-18,2,60
-12,-6,63
-16,-3,59
-19,4,58
-19,2,58
-19,-1,64
-20,-2,63
-19,-1,61
-19,-2,62
-20,-3,62
-19,-2,61
-19,-2,61
-19,-3,62
-19,-3,61
-19,-3,61
-18,-3,61
-19,-3,62
-19,-3,63
-20,-3,61
-19,-3,60
-19,-4,61
-17,-1,63
-21,-6,63
-20,-2,60
-20,-2,64
-19,-2,64
-19,-4,59
-18,-5,60
-19,-1,60
-20,-1,60
-20,-3,60
-20,-2,60
-20,-3,61
-20,-4,61
-20,-2,62
-20,-3,61
-20,-4,61
-19,-2,60
-20,-3,61
-20,-8,62
-20,-8,61
-20,-7,61
-20,-8,61
-20,-8,62
-20,-7,61
-19,-6,61
-20,-6,61
-20,-7,61
-19,-6,60
-20,-6,61
-20,-6,61
-20,-6,61
-20,-5,61
-19,-5,60
-19,-5,61
-19,-4,60
-19,-4,60
-19,-5,60
-20,-7,60
-20,-6,64
-22,-6,63
-20,-5,60
-20,-4,61
-20,-6,61
-20,-6,61
-20,-6,61
-20,-4,61
-19,-4,62
-20,-5,61
-20,-4,63
-20,-4,64
-19,-4,61
-20,-7,57
-19,-7,60
-19,-5,61
-20,-5,61
-19,-5,61
-20,-5,61
-19,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-19,-4,60
-20,-4,61
-20,-5,61
-20,-5,61
-19,-4,61
-20,-4,61
-20,-5,61
-19,-5,62
-19,-5,62
-19,-5,61
-19,-5,61
-20,-5,61
-20,-4,61
-19,-5,61
-20,-5,61
-19,-4,61
-20,-4,61
-19,-4,61
-19,-4,61
-19,-5,62
-20,-4,61
-21,-3,62
-20,-5,61
-19,-2,60
-20,-1,61
-20,-2,60
-20,-4,62
-20,-3,63
-21,-3,61
-20,-6,59
-20,-5,61
-20,-5,61
-20,-6,60
-20,-4,59
-20,-4,61
-20,-5,61
-21,-4,60
-18,-6,62
-20,-4,62
-19,-3,62
-19,-3,61
-20,-5,62
-20,-3,62
-20,-3,61
-20,-3,61
-19,-5,61
-19,-5,61
-19,-5,61
-19,-4,61
-20,-6,61
-19,-5,62
-21,-4,60
